Date,Ticker,Company Name,Sector,Weight,Price,Price Sell
5/9/2025,DUK,Duke Energy,Utilities,10.00%,$119.25 ,$114.80
5/9/2025,PG,Procter & Gamble,Consumer Staples,10.00%,$156.59 ,$159.81
5/9/2025,KO,Coca-Cola,Consumer Staples,10.00%,$70.02 ,$69.04
5/9/2025,JNJ,Johnson & Johnson,Healthcare,10.00%,$152.91 ,$152.83
5/9/2025,UNH,UnitedHealth Group,Healthcare,10.00%,$377.96 ,$376.08
5/9/2025,BRK.B,Berkshire Hathaway,Financials,10.00%,$513.74 ,$514.30
5/9/2025,MSFT,Microsoft,Information Technology,10.00%,$437.93 ,$448.44
5/9/2025,WM,Waste Management,Industrials,10.00%,$231.95 ,$224.79
5/9/2025,VZ,Verizon,Communication Services,10.00%,$42.92 ,$42.31
5/12/2025,JNJ,Johnson & Johnson,Healthcare,15.79%,$152.83 ,$147.18
5/12/2025,PG,Procter & Gamble,Consumer Staples,15.79%,$159.81 ,$157.65
5/12/2025,NEE,NextEra Energy,Utilities,15.79%,$69.13 ,$71.53
5/12/2025,KO,Coca-Cola,Consumer Staples,10.53%,$69.04 ,$68.47
5/12/2025,MSFT,Microsoft,Information Technology,10.53%,$448.44 ,$448.32
5/12/2025,JPM,JPMorgan Chase,Financials,10.53%,$258.80 ,$261.75
5/12/2025,XOM,ExxonMobil,Energy,5.26%,$108.16 ,$108.46
5/12/2025,HD,Home Depot,Consumer Discretionary,5.26%,$374.26 ,$371.29
5/12/2025,PLD,Prologis,Real Estate,5.26%,$109.29 ,$108.66
5/12/2025,SHW,Sherwin-Williams,Materials,5.26%,$356.37 ,$355.26
5/14/2025,NEE,NextEra Energy,Utilities,10.00%,$71.61 ,$73.95
5/14/2025,DUK,Duke Energy,Utilities,10.00%,$111.45 ,$114.89
5/14/2025,SO,Southern Company,Utilities,10.00%,$84.20 ,$86.65
5/14/2025,PG,Procter & Gamble,Consumer Staples,10.00%,$156.95 ,$161.31
5/14/2025,KO,Coca-Cola,Consumer Staples,10.00%,$68.67 ,$71.10
5/14/2025,PEP,PepsiCo,Consumer Staples,10.00%,$127.05 ,$130.07
5/14/2025,JNJ,Johnson & Johnson,Healthcare,10.00%,$145.11 ,$148.33
5/14/2025,UNH,UnitedHealth Group,Healthcare,10.00%,$305.84 ,$272.42
5/14/2025,MSFT,Microsoft,Information Technology,10.00%,$452.11 ,$453.13
5/14/2025,VZ,Verizon Communications,Communication Services,10.00%,$41.68 ,$42.79
5/15/2025,DUK,Duke Energy Corp,Utilities,20.00%,$114.90 ,$116.26
5/15/2025,PG,Procter & Gamble Co,Consumer Staples,20.00%,$161.30 ,$162.17
5/15/2025,JNJ,Johnson & Johnson,Healthcare,20.00%,$148.34 ,$150.04
5/15/2025,MSFT,Microsoft Corp,Technology,15.00%,$453.13,$454.27
5/15/2025,JPM,JPMorgan Chase & Co,Financials,10.00%,$266.21 ,$266.28
5/15/2025,HON,Honeywell International Inc,Industrials,10.00%,$221.16,$222.88
5/15/2025,HD,Home Depot Inc,Consumer Discretionary,5.00%,$376.29 ,$378.43
5/17/2025,XLU,Utilities Select Sector SPDR Fund,Utilities,20.00%,$81.61 ,$81.96
5/17/2025,XLP,Consumer Staples Select Sector SPDR Fund,Consumer Staples,20.00%,$81.51 ,$81.75
5/17/2025,XLV,Health Care Select Sector SPDR Fund,Health Care,20.00%,$132.46 ,$133.73
5/17/2025,XLI,Industrials Select Sector SPDR Fund,Industrials,20.00%,$143.34 ,$143.83
5/17/2025,XLRE,Real Estate Select Sector SPDR Fund,Real Estate,20.00%,$41.63 ,$41.72
5/22/2025,NEE,NextEra Energy,Utilities,15.00%,$66.40 ,$67.22
5/22/2025,DUK,Duke Energy,Utilities,10.00%,$115.57 ,$116.49
5/22/2025,PG,Procter & Gamble,Consumer Staples,15.00%,$163.91 ,$164.73
5/22/2025,KO,Coca-Cola,Consumer Staples,10.00%,$70.64 ,$71.26
5/22/2025,UNH,UnitedHealth Group,Healthcare,15.00%,$294.58 ,$293.49
5/22/2025,JNJ,Johnson & Johnson,Healthcare,10.00%,$151.31 ,$151.64
5/22/2025,JPM,JPMorgan Chase,Financials,10.00%,$259.42 ,$259.46
5/22/2025,BRK.B,Berkshire Hathaway,Financials,5.00%,$507.03 ,$503.46
5/22/2025,MSFT,Microsoft,Technology,10.00%,$454.86 ,$450.18
5/23/2025,XLU,Utilities Select Sector SPDR Fund,Utilities,15.00%,$80.50 ,$81.11
5/23/2025,PG,Procter & Gamble,Consumer Staples,12.00%,$164.73 ,$166.62
5/23/2025,JNJ,Johnson & Johnson,Healthcare,12.00%,$151.64 ,$153.25
5/23/2025,KO,Coca-Cola,Consumer Staples,10.00%,$71.26 ,$71.27
5/23/2025,SO,Southern Company,Utilities,8.00%,$89.64 ,$89.92
5/23/2025,MMM,3M Company,Industrials,8.00%,$147.62 ,$149.49
5/23/2025,CL,Colgate-Palmolive,Consumer Staples,7.00%,$92.04 ,$91.88
5/23/2025,BDX,Becton Dickinson,Healthcare,6.00%,$170.35 ,$173.46
5/23/2025,ED,Consolidated Edison,Utilities,6.00%,$104.10 ,$103.97
5/23/2025,KMB,Kimberly-Clark,Consumer Staples,6.00%,$140.23 ,$141.52
5/23/2025,WMT,Walmart,Consumer Staples,5.00%,$96.34 ,$97.58
5/23/2025,MO,Altria Group,Consumer Staples,5.00%,$58.72 ,$58.60
5/27/2025,PG,Procter & Gamble,Consumer Staples,15.00%,$166.22 ,$167.41
5/27/2025,JNJ,Johnson & Johnson,Healthcare,15.00%,$151.13 ,$152.27
5/27/2025,NEE,NextEra Energy,Utilities,15.00%,$66.67 ,$68.43
5/27/2025,MSFT,Microsoft,Information Technology,12.00%,$457.35 ,$458.67
5/27/2025,AAPL,Apple,Information Technology,12.00%,$200.41 ,$199.49
5/27/2025,JPM,JPMorgan Chase,Financials,10.00%,$262.22 ,$263.10
5/27/2025,VZ,Verizon Communications,Telecommunications,10.00%,$42.44 ,$42.64
5/27/2025,WMT,Walmart,Consumer Staples,11.00%,$97.23 ,$97.09
5/31/2025,NEE,NextEra Energy,Utilities,15.00%,$70.15 ,$70.94
5/31/2025,PG,Procter & Gamble,Consumer Staples,15.00%,$166.64 ,$165.71
5/31/2025,JNJ,Johnson & Johnson,Healthcare,15.00%,$155.39 ,$154.41
5/31/2025,MMM,3M Company,Industrials,15.00%,$146.39 ,$148.13
5/31/2025,JPM,JPMorgan Chase & Co.,Financials,15.00%,$263.39 ,$264.99
5/31/2025,T,AT&T Inc.,Telecommunications,25.00%,$27.65 ,$27.68
6/4/2025,PG,Procter & Gamble Co,Consumer Staples,10.00%,$150.00 ,$165.00
6/4/2025,JNJ,Johnson & Johnson,Healthcare,10.00%,$170.00 ,$187.00
6/4/2025,NEE,NextEra Energy Inc,Utilities,10.00%,$80.00 ,$88.00
6/4/2025,MMM,3M Co,Industrials,10.00%,$100.00 ,$110.00
6/4/2025,KO,Coca-Cola Co,Consumer Staples,10.00%,$60.00 ,$66.00
6/4/2025,WM,Waste Management Inc,Industrials,10.00%,$200.00 ,$220.00
6/4/2025,VZ,Verizon Communications Inc,Communication Services,10.00%,$40.00 ,$44.00
6/4/2025,ABT,Abbott Laboratories,Healthcare,10.00%,$120.00 ,$132.00
6/4/2025,CL,Colgate-Palmolive Co,Consumer Staples,10.00%,$80.00 ,$88.00
6/4/2025,DUK,Duke Energy Corp,Utilities,10.00%,$100.00 ,$110.00
6/10/2025,NEE,NextEra Energy Inc,Utilities,20.00%,$100.00 ,$120.00
6/10/2025,PG,Procter & Gamble Co,Consumer Staples,20.00%,$160.00 ,$190.00
6/10/2025,JNJ,Johnson & Johnson,Healthcare,20.00%,$170.00 ,$200.00
6/10/2025,HON,Honeywell International Inc,Industrials,20.00%,$210.00 ,$250.00
6/10/2025,BRK.B,Berkshire Hathaway Inc,Financials,20.00%,$400.00 ,$480.00
6/15/2025,NEE,NextEra Energy,Utilities,20.00%,$74.78 ,$73.78
6/15/2025,PG,Procter & Gamble,Consumer Staples,20.00%,$159.19 ,$159.79
6/15/2025,JNJ,Johnson & Johnson,Healthcare,20.00%,$157.10 ,$155.22
6/15/2025,MSFT,Microsoft,Information Technology,20.00%,$474.96 ,$479.14
6/15/2025,BRK.B,Berkshire Hathaway,Financials,20.00%,$487.54 ,$490.23
7/6/2025,PG,Procter & Gamble Co,Consumer Staples,10.00%,$159.74 ,$159.41
7/6/2025,KO,Coca-Cola Co,Consumer Staples,10.00%,$71.35 ,$71.01
7/6/2025,JNJ,Johnson & Johnson,Health Care,10.00%,$156.00 ,$155.27
7/6/2025,UNH,UnitedHealth Group Inc,Health Care,10.00%,$308.55 ,$303.71
7/6/2025,NEE,NextEra Energy Inc,Utilities,10.00%,$73.88 ,$74.75
7/6/2025,WMT,Walmart Inc,Consumer Staples,10.00%,$98.36 ,$99.35
7/6/2025,SO,Southern Co,Utilities,10.00%,$91.51 ,$91.66
7/6/2025,MDT,Medtronic PLC,Health Care,10.00%,$88.39 ,$87.67
7/6/2025,CL,Colgate-Palmolive Co,Consumer Staples,10.00%,$92.23 ,$92.77
7/6/2025,D,Dominion Energy Inc,Utilities,10.00%,$56.86 ,$56.44
7/24/2025,JNJ,Johnson & Johnson,Health Care,10.00%,$169.55 ,$168.30
7/24/2025,PG,Procter & Gamble,Consumer Staples,10.00%,$158.80 ,$158.30
7/24/2025,KO,Coca-Cola,Consumer Staples,10.00%,$69.09 ,$69.16
7/24/2025,WMT,Walmart,Consumer Staples,10.00%,$96.59 ,$97.47
7/24/2025,SO,Southern Company,Utilities,10.00%,$95.00 ,$95.34
7/24/2025,NEE,NextEra Energy,Utilities,10.00%,$71.97 ,$71.84
7/24/2025,MDT,Medtronic,Health Care,10.00%,$92.32 ,$92.94
7/24/2025,ABT,Abbott Laboratories,Health Care,10.00%,$125.63 ,$126.54
7/24/2025,VZ,Verizon Communications,Communication Services,10.00%,$43.08 ,$43.08
7/24/2025,XEL,Xcel Energy,Utilities,10.00%,$72.77 ,$72.66
7/30/2025,DUK,Duke Energy,Utilities,15.00%,$120.48 ,$121.64
7/30/2025,NEE,NextEra Energy,Utilities,15.00%,$70.99 ,$71.06
7/30/2025,PG,Procter & Gamble,Consumer Staples,10.00%,$152.88 ,$150.47
7/30/2025,KO,Coca-Cola,Consumer Staples,10.00%,$68.75 ,$67.89
7/30/2025,PEP,PepsiCo,Consumer Staples,5.00%,$142.86 ,$137.92
7/30/2025,COST,Costco Wholesale,Consumer Staples,5.00%,$926.23 ,$938.34
7/30/2025,JNJ,Johnson & Johnson,Healthcare,12.50%,$167.26 ,$164.74
7/30/2025,UNH,UnitedHealth Group,Healthcare,12.50%,$266.04 ,$249.56
7/30/2025,JPM,JPMorgan Chase,Financials,5.00%,$299.63 ,$296.24
7/30/2025,BRK.B,Berkshire Hathaway Inc Class B,Financials,5.00%,$476.56 ,$471.88
7/30/2025,T,AT&T Inc,Communication Services,5.00%,$27.50 ,$27.41
8/4/2025,SPY,SPDR S&P 500 ETF Fund,Broad Market,9.26%,$515.00 ,$530.00
8/4/2025,AGG,iShares Core US Aggregate Bond ETF,Bonds,9.26%,$123.00 ,$125.00
8/4/2025,PG,Procter & Gamble Company,Consumer Staples,9.26%,$155.00 ,$160.00
8/4/2025,JNJ,Johnson & Johnson,Healthcare,9.26%,$195.00 ,$200.00
8/4/2025,MSFT,Microsoft Corporation,Technology,11.11%,$425.00 ,$440.00
8/4/2025,XLU,Utilities Select Sector SPDR Fund,Utilities,9.26%,$82.50 ,$85.00
8/4/2025,O,Realty Income Corporation,Real Estate,6.48%,$75.00 ,$78.00
8/4/2025,NEE,NextEra Energy Inc.,Utilities,7.41%,$110.00 ,$115.00
8/4/2025,PEP,PepsiCo Inc.,Consumer Staples,7.41%,$185.00 ,$190.00
8/4/2025,MO,Altria Group Inc.,Consumer Staples,4.63%,$50.00 ,$52.00
8/4/2025,KO,Coca-Cola Company,Consumer Staples,7.41%,$62.00 ,$64.00
8/4/2025,UNH,UnitedHealth Group Inc.,Healthcare,9.26%,$540.00 ,$560.00
8/5/2025,AAPL,Apple Inc.,Technology,8.33%,$202.92 ,$213.25
8/5/2025,MSFT,Microsoft Corporation,Technology,8.33%,$527.75 ,$524.94
8/5/2025,UNH,UnitedHealth Group Inc.,Health Care,10.42%,$251.00 ,$245.78
8/5/2025,JNJ,Johnson & Johnson,Health Care,10.42%,$170.74 ,$170.59
8/5/2025,PG,Procter & Gamble Company,Consumer Staples,12.50%,$150.50 ,$152.86
8/5/2025,KO,Coca-Cola Company,Consumer Staples,12.50%,$69.05 ,$69.51
8/5/2025,NEE,NextEra Energy Inc.,Utilities,10.42%,$71.18 ,$70.54
8/5/2025,PEP,PepsiCo Inc.,Consumer Staples,10.42%,$139.44 ,$140.80
8/5/2025,TMO,Thermo Fisher Scientific Inc.,Health Care,8.33%,$466.42 ,$448.94
8/5/2025,WBA,Johnson & Johnson,Health Care,8.33%,$11.69 ,$11.83
8/6/2025,AAPL,Apple Inc.,Information Technology,5.00%,$213.25 ,$220.03
8/6/2025,MSFT,Microsoft Corporation,Information Technology,5.00%,$524.94 ,$520.84
8/6/2025,JNJ,Johnson & Johnson,Healthcare,5.00%,$170.59 ,$171.53
8/6/2025,UNH,UnitedHealth Group Incorporated,Healthcare,5.00%,$245.78 ,$244.67
8/6/2025,NEE,NextEra Energy Inc,Utilities,5.00%,$70.54 ,$72.58
8/6/2025,O,Realty Income Corporation,Real Estate,5.00%,$56.91 ,$57.09
8/6/2025,PG,Procter & Gamble Company,Consumer Staples,5.00%,$152.86 ,$153.49
8/6/2025,KO,Coca-Cola Company,Consumer Staples,5.00%,$69.51 ,$70.43
8/6/2025,PEP,PepsiCo Inc,Consumer Staples,5.00%,$140.80 ,$143.92
8/6/2025,CL,Colgate-Palmolive Company,Consumer Staples,5.00%,$84.61 ,$84.71
8/6/2025,DUK,Duke Energy Corporation,Utilities,5.00%,$125.21 ,$125.93
8/6/2025,XEL,Xcel Energy Inc,Utilities,5.00%,$73.30 ,$73.23
8/6/2025,HON,Honeywell International Inc,Industrials,5.00%,$219.23 ,$216.58
8/6/2025,MMM,3M Company,Industrials,5.00%,$150.82 ,$151.74
8/6/2025,JPM,JPMorgan Chase & Co,Financials,5.00%,$291.35 ,$286.94
8/6/2025,V,Visa Inc,Financials,5.00%,$339.74 ,$332.09
8/6/2025,MA,Mastercard Incorporated,Financials,5.00%,$569.13 ,$561.22
8/6/2025,AMT,American Tower Corporation,Real Estate,5.00%,$208.90 ,$210.00
8/6/2025,ABBV,AbbVie Inc,Healthcare,5.00%,$196.30 ,$198.06
8/6/2025,MRK,Merck & Company,Healthcare,5.00%,$79.44 ,$80.37
