Date,Ticker,Company Name,Sector,Weight,Price,Price Sell
5/9/2025,MO,Altria Group Inc.,Consumer Staples,2.98%,$58.42 ,$55.98 
5/9/2025,KMB,Kimberly-Clark Corp.,Consumer Staples,2.38%,$131.81 ,$135.40 
5/9/2025,PFE,Pfizer Inc.,Healthcare,3.57%,$21.90 ,$22.70 
5/9/2025,MRK,Merck & Co. Inc.,Healthcare,3.57%,$75.22 ,$79.63 
5/9/2025,MMM,3M Co.,Industrials,2.98%,$141.90 ,$149.60 
5/9/2025,CAT,Caterpillar Inc.,Industrials,3.57%,$324.43 ,$341.30 
5/9/2025,GE,General Electric Co.,Industrials,2.98%,$214.65 ,$218.63 
5/9/2025,INTC,Intel Corp.,Information Technology,4.17%,$21.42 ,$22.18 
5/9/2025,CSCO,Cisco Systems Inc.,Information Technology,3.57%,$59.41 ,$61.30 
5/9/2025,TGT,Target Corp.,Consumer Discretionary,3.57%,$95.31 ,$99.94 
5/9/2025,BBY,Best Buy Co. Inc.,Consumer Discretionary,2.38%,$67.91 ,$72.37 
5/9/2025,NUE,Nucor Corp.,Materials,3.57%,$114.74 ,$119.62 
5/15/2025,JPM,JPMorgan Chase & Co.,Financials,4.00%,$266.20 ,$266.28
5/15/2025,BAC,Bank of America Corp,Financials,4.00%,$44.12 ,$44.43
5/15/2025,C,Citigroup Inc,Financials,4.00%,$75.46 ,$75.22
5/15/2025,WFC,Wells Fargo & Co,Financials,4.00%,$75.59 ,$76.18
5/15/2025,XOM,Exxon Mobil Corp,Energy,4.00%,$108.58 ,$108.19
5/15/2025,CVX,Chevron Corp,Energy,4.00%,$140.55 ,$140.39
5/15/2025,COP,ConocoPhillips,Energy,4.00%,$92.18 ,$91.65
5/15/2025,VLO,Valero Energy Corp,Energy,4.00%,$133.14 ,$133.50
5/15/2025,DUK,Duke Energy Corp,Utilities,4.00%,$114.90 ,$116.26
5/15/2025,SO,Southern Co,Utilities,4.00%,$82.65 ,$87.97
5/15/2025,D,Dominion Energy Inc,Utilities,4.00%,$54.38 ,$55.10
5/15/2025,PG,Procter & Gamble Co,Consumer Staples,4.00%,$161.31 ,$162.17
5/15/2025,KO,Coca-Cola Co,Consumer Staples,4.00%,$71.10 ,$71.49
5/15/2025,PEP,PepsiCo Inc,Consumer Staples,4.00%,$130.07 ,$130.55
5/15/2025,WMT,Walmart Inc,Consumer Staples,4.00%,$96.35 ,$98.24
5/15/2025,CL,Colgate-Palmolive Co,Consumer Staples,4.00%,$89.10 ,$90.69
5/15/2025,PFE,Pfizer Inc,Health Care,4.00%,$22.22 ,$22.44
5/15/2025,MRK,Merck & Co Inc,Health Care,4.00%,$74.06 ,$75.30
5/15/2025,JNJ,Johnson & Johnson,Health Care,4.00%,$148.34 ,$140.04
5/15/2025,MMM,3M Co,Industrials,4.00%,$148.01 ,$152.36
5/15/2025,CAT,Caterpillar Inc,Industrials,4.00%,$348.53 ,$352.29
5/15/2025,DOW,Dow Inc,Materials,4.00%,$29.17 ,$29.46
5/15/2025,INTC,Intel Corp,Information Technology,4.00%,$21.55 ,$21.66
5/15/2025,CSCO,Cisco Systems Inc,Information Technology,4.00%,$63.88 ,$63.24
5/15/2025,VZ,Verizon Communications Inc,Communication Services,4.00%,$42.79 ,$43.29
5/22/2025,BRK.B,Berkshire Hathaway Inc.,Financials,5.00%,$507.03 ,$503.46
5/22/2025,JNJ,Johnson & Johnson,Healthcare,5.00%,$151.31 ,$151.64
5/22/2025,XOM,Exxon Mobil Corporation,Energy,5.00%,$102.97 ,$103.03
5/22/2025,CVX,Chevron Corporation,Energy,5.00%,$135.29 ,$136.54
5/22/2025,T,AT&T Inc.,Communication Services,4.00%,$26.96 ,$27.15
5/22/2025,VZ,Verizon Communications Inc.,Communication Services,4.00%,$42.44 ,$42.63
5/22/2025,KO,The Coca-Cola Company,Consumer Staples,5.00%,$70.64 ,$71.26
5/22/2025,PG,Procter & Gamble Co.,Consumer Staples,5.00%,$163.91 ,$164.73
5/22/2025,WMT,Walmart Inc.,Consumer Staples,5.00%,$95.93 ,$96.34
5/22/2025,MMM,3M Company,Industrials,4.00%,$149.05 ,$147.62
5/22/2025,CSCO,Cisco Systems Inc.,Information Technology,4.00%,$62.98 ,$62.73
5/22/2025,INTC,Intel Corporation,Information Technology,4.00%,$20.55 ,$20.05
5/22/2025,DOW,Dow Inc.,Materials,4.00%,$27.97 ,$27.63
5/22/2025,VLO,Valero Energy Corporation,Energy,4.00%,$127.78 ,$127.51
5/22/2025,BAC,Bank of America Corp.,Financials,4.00%,$43.06 ,$42.95
5/22/2025,WFC,Wells Fargo & Co.,Financials,4.00%,$73.39 ,$72.83
5/22/2025,C,Citigroup Inc.,Financials,4.00%,$72.94 ,$72.61
5/22/2025,MO,Altria Group Inc.,Consumer Staples,4.00%,$58.29 ,$58.72
5/22/2025,KHC,The Kraft Heinz Company,Consumer Staples,3.00%,$26.11 ,$25.91
5/22/2025,SO,The Southern Company,Utilities,3.00%,$88.84 ,$89.64
5/22/2025,DUK,Duke Energy Corporation,Utilities,3.00%,$115.57 ,$116.49
5/22/2025,O,Realty Income Corp.,Real Estate,3.00%,$54.40 ,$54.74
5/22/2025,PFE,Pfizer Inc.,Healthcare,3.00%,$22.65 ,$22.92
5/22/2025,ABBV,AbbVie Inc.,Healthcare,3.00%,$180.98 ,$181.69
5/22/2025,PRU,Prudential Financial Inc.,Financials,3.00%,$102.32 ,$101.92
5/29/2025,BRK.B,Berkshire Hathaway Inc.,Financials,5.00%,$506.18 ,$503.96 
5/29/2025,JPM,JPMorgan Chase & Co.,Financials,5.00%,$263.10 ,$262.73 
5/29/2025,XOM,Exxon Mobil Corporation,Energy,5.00%,$102.69 ,$102.30 
5/29/2025,JNJ,Johnson & Johnson,Healthcare,5.00%,$153.58 ,$155.21 
5/29/2025,PG,Procter & Gamble Company,Consumer Staples,5.00%,$167.41 ,$168.73 
5/29/2025,CVX,Chevron Corporation,Energy,4.00%,$137.91 ,$136.69 
5/29/2025,WFC,Wells Fargo & Company,Financials,4.00%,$74.51 ,$74.77 
5/29/2025,BAC,Bank of America Corporation,Financials,4.00%,$43.98 ,$43.87 
5/29/2025,COP,ConocoPhillips,Energy,4.00%,$85.59 ,$85.34 
5/29/2025,DUK,Duke Energy Corporation,Utilities,4.00%,$115.45 ,$117.72 
5/29/2025,NEE,NextEra Energy Inc.,Utilities,4.00%,$68.43 ,$70.07 
5/29/2025,KO,Coca-Cola Company,Consumer Staples,4.00%,$70.98 ,$71.59 
5/29/2025,WMT,Walmart Inc.,Consumer Staples,4.00%,$97.09 ,$98.72 
5/29/2025,MRK,Merck & Co. Inc.,Healthcare,4.00%,$75.64 ,$76.07 
5/29/2025,ABBV,AbbVie Inc.,Healthcare,4.00%,$184.03 ,$184.51 
5/29/2025,MMM,3M Company,Industrials,4.00%,$149.63 ,$148.35 
5/29/2025,CAT,Caterpillar Inc.,Industrials,4.00%,$350.50 ,$346.75 
5/29/2025,PFE,Pfizer Inc.,Healthcare,4.00%,$23.05 ,$23.09 
5/29/2025,INTC,Intel Corporation,Information Technology,4.00%,$20.25 ,$19.54 
5/29/2025,VZ,Verizon Communications Inc.,Communication Services,4.00%,$42.64 ,$43.26 
5/29/2025,C,Citigroup Inc.,Financials,3.00%,$75.03 ,$74.82 
5/29/2025,DOW,Dow Inc.,Materials,3.00%,$28.09 ,$27.74 
5/29/2025,IP,International Paper Co.,Materials,3.00%,$47.95 ,$47.81 
5/29/2025,PEP,PepsiCo Inc.,Consumer Staples,3.00%,$130.48 ,$130.02 
5/29/2025,MO,Altria Group Inc.,Consumer Staples,3.00%,$58.46 ,$59.57 
5/31/2025,JPM,JPMorgan Chase & Co.,Financials,4.00%,$261.75 ,$264.99 
5/31/2025,BAC,Bank of America Corp.,Financials,4.00%,$43.62 ,$44.38 
5/31/2025,WFC,Wells Fargo & Co.,Financials,4.00%,$74.26 ,$75.65 
5/31/2025,C,Citigroup Inc.,Financials,4.00%,$74.66 ,$75.65 
5/31/2025,XOM,Exxon Mobil Corp.,Energy,4.00%,$103.75 ,$76.02 
5/31/2025,CVX,Chevron Corp.,Energy,4.00%,$138.49 ,$103.80 
5/31/2025,COP,ConocoPhillips,Energy,4.00%,$87.05 ,$139.55 
5/31/2025,DUK,Duke Energy Corp.,Utilities,4.00%,$117.01 ,$87.91 
5/31/2025,D,Dominion Energy Inc.,Utilities,4.00%,$56.36 ,$56.68 
5/31/2025,SO,The Southern Co.,Utilities,4.00%,$89.30 ,$89.58 
5/31/2025,KO,Coca-Cola Co.,Consumer Staples,4.00%,$71.52 ,$70.65 
5/31/2025,PG,Procter & Gamble Co.,Consumer Staples,4.00%,$167.87 ,$165.71 
5/31/2025,KHC,Kraft Heinz Co.,Consumer Staples,4.00%,$26.65 ,$26.79 
5/31/2025,WMT,Walmart Inc.,Consumer Staples,4.00%,$98.83 ,$99.98 
5/31/2025,MMM,3M Co.,Industrials,4.00%,$147.86 ,$148.13 
5/31/2025,CAT,Caterpillar Inc.,Industrials,4.00%,$345.20 ,$348.12 
5/31/2025,GE,General Electric Co.,Industrials,4.00%,$245.59 ,$248.50 
5/31/2025,PFE,Pfizer Inc.,Healthcare,4.00%,$23.14 ,$22.95 
5/31/2025,MRK,Merck & Co. Inc.,Healthcare,4.00%,$76.25 ,$76.37 
5/31/2025,ABBV,AbbVie Inc.,Healthcare,4.00%,$184.13 ,$185.64 
5/31/2025,CSCO,Cisco Systems Inc.,Information Technology,4.00%,$62.35 ,$63.97 
5/31/2025,INTC,Intel Corp.,Information Technology,4.00%,$19.48 ,$20.29 
5/31/2025,IBM,International Business Machines Corp.,Information Technology,4.00%,$257.85 ,$265.20 
5/31/2025,SPG,Simon Property Group Inc.,Real Estate,4.00%,$160.02 ,$159.68 
5/31/2025,DOW,Dow Inc.,Materials,4.00%,$27.66 ,$27.79 
6/4/2025,BRK.B,Berkshire Hathaway Inc.,Financials,4.00%,$350.00 ,$420.00 
6/4/2025,JPM,JPMorgan Chase & Co.,Financials,4.00%,$150.00 ,$180.00 
6/4/2025,XOM,Exxon Mobil Corporation,Energy,4.00%,$105.00 ,$130.00 
6/4/2025,CVX,Chevron Corporation,Energy,4.00%,$155.00 ,$190.00 
6/4/2025,PFE,Pfizer Inc.,Healthcare,4.00%,$28.00 ,$35.00 
6/4/2025,VZ,Verizon Communications Inc.,Communication Services,4.00%,$42.00 ,$52.00 
6/4/2025,INTC,Intel Corporation,Information Technology,4.00%,$32.00 ,$40.00 
6/4/2025,MMM,3M Company,Industrials,4.00%,$85.00 ,$105.00 
6/4/2025,CAT,Caterpillar Inc.,Industrials,4.00%,$225.00 ,$275.00 
6/4/2025,DOW,Dow Inc.,Materials,4.00%,$52.00 ,$65.00 
6/4/2025,BBY,Best Buy Co. Inc.,Consumer Discretionary,4.00%,$80.00 ,$100.00 
6/4/2025,TGT,Target Corporation,Consumer Staples,4.00%,$130.00 ,$160.00 
6/4/2025,IBM,International Business Machines Corp.,Information Technology,4.00%,$140.00 ,$170.00 
6/4/2025,WBA,Walgreens Boots Alliance Inc.,Consumer Staples,4.00%,$22.00 ,$28.00 
6/4/2025,CPB,Campbell Soup Company,Consumer Staples,4.00%,$45.00 ,$55.00 
6/4/2025,DUK,Duke Energy Corporation,Utilities,4.00%,$95.00 ,$115.00 
6/4/2025,NEE,NextEra Energy Inc.,Utilities,4.00%,$75.00 ,$90.00 
6/4/2025,KO,Coca-Cola Company,Consumer Staples,4.00%,$58.00 ,$70.00 
6/4/2025,PG,Procter & Gamble Company,Consumer Staples,4.00%,$160.00 ,$195.00 
6/4/2025,T,AT&T Inc.,Communication Services,4.00%,$18.00 ,$22.00 
6/4/2025,PRU,Prudential Financial Inc.,Financials,4.00%,$105.00 ,$130.00 
6/4/2025,MET,MetLife Inc.,Financials,4.00%,$65.00 ,$80.00 
6/4/2025,VLO,Valero Energy Corporation,Energy,4.00%,$125.00 ,$150.00 
6/4/2025,BMY,Bristol-Myers Squibb Company,Healthcare,4.00%,$45.00 ,$55.00 
6/4/2025,ABBV,AbbVie Inc.,Healthcare,4.00%,$160.00 ,$195.00 
6/10/2025,BRK.B,Berkshire Hathaway Inc.,Financials,4.00%,$345.00 ,$414.00 
6/10/2025,JPM,JPMorgan Chase & Co.,Financials,4.00%,$155.00 ,$186.00 
6/10/2025,BAC,Bank of America Corp,Financials,4.00%,$32.50 ,$39.00 
6/10/2025,WFC,Wells Fargo & Co.,Financials,4.00%,$48.00 ,$57.60 
6/10/2025,C,Citigroup Inc.,Financials,4.00%,$58.00 ,$69.60 
6/10/2025,XOM,Exxon Mobil Corp,Energy,4.00%,$90.00 ,$108.00 
6/10/2025,CVX,Chevron Corp,Energy,4.00%,$150.00 ,$180.00 
6/10/2025,COP,ConocoPhillips,Energy,4.00%,$110.00 ,$132.00 
6/10/2025,VLO,Valero Energy Corp,Energy,4.00%,$125.00 ,$150.00 
6/10/2025,PFE,Pfizer Inc.,Healthcare,4.00%,$28.00 ,$33.60 
6/10/2025,MRK,Merck & Co. Inc.,Healthcare,4.00%,$105.00 ,$126.00 
6/10/2025,BMY,Bristol-Myers Squibb Co.,Healthcare,4.00%,$45.00 ,$54.00 
6/10/2025,PG,Procter & Gamble Co.,Consumer Staples,4.00%,$140.00 ,$168.00 
6/10/2025,KO,Coca-Cola Co.,Consumer Staples,4.00%,$60.00 ,$72.00 
6/10/2025,WBA,Walgreens Boots Alliance,Consumer Staples,4.00%,$22.00 ,$26.40 
6/10/2025,MMM,3M Co.,Industrials,4.00%,$95.00 ,$114.00 
6/10/2025,CAT,Caterpillar Inc.,Industrials,4.00%,$225.00 ,$270.00 
6/10/2025,GE,General Electric Co.,Industrials,4.00%,$105.00 ,$126.00 
6/10/2025,DUK,Duke Energy Corp,Utilities,4.00%,$95.00 ,$114.00 
6/10/2025,D,Dominion Energy Inc.,Utilities,4.00%,$50.00 ,$60.00 
6/10/2025,SO,Southern Co.,Utilities,4.00%,$70.00 ,$84.00 
6/10/2025,DOW,Dow Inc.,Materials,4.00%,$50.00 ,$60.00 
6/10/2025,IP,International Paper Co.,Materials,4.00%,$38.00 ,$45.60 
6/10/2025,INTC,Intel Corp,Technology,4.00%,$30.00 ,$36.00 
6/10/2025,CSCO,Cisco Systems Inc.,Technology,4.00%,$45.00 ,$54.00 
6/30/2025,JPM,JPMorgan Chase & Co.,Financials,4.00%,$190.25 ,$118.20 
6/30/2025,BRK.B,Berkshire Hathaway Inc.,Financials,4.00%,$420.50 ,$138.30 
6/30/2025,XOM,Exxon Mobil Corporation,Energy,4.00%,$118.75 ,$39.36 
6/30/2025,CVX,Chevron Corporation,Energy,4.00%,$165.30 ,$192.48 
6/30/2025,PG,Procter & Gamble Company,Consumer Staples,4.00%,$160.80 ,$114.72 
6/30/2025,KO,Coca-Cola Company,Consumer Staples,4.00%,$62.40 ,$65.16 
6/30/2025,JNJ,Johnson & Johnson,Healthcare,4.00%,$155.25 ,$35.70 
6/30/2025,PFE,Pfizer Inc.,Healthcare,4.00%,$28.90 ,$102.24 
6/30/2025,VZ,Verizon Communications Inc.,Communication Services,4.00%,$42.10 ,$46.68 
6/30/2025,T,AT&T Inc.,Communication Services,4.00%,$18.75 ,$30.72 
6/30/2025,WMT,Walmart Inc.,Consumer Staples,4.00%,$67.80 ,$26.94 
6/30/2025,MRK,Merck & Co. Inc.,Healthcare,4.00%,$125.60 ,$36.12 
6/30/2025,IBM,International Business Machines Corp.,Information Technology,4.00%,$185.70 ,$252.00 
6/30/2025,CSCO,Cisco Systems Inc.,Information Technology,4.00%,$53.90 ,$17.76 
6/30/2025,INTC,Intel Corporation,Information Technology,4.00%,$32.45 ,$38.70 
6/30/2025,MMM,3M Company,Industrials,4.00%,$98.20 ,$74.88 
6/30/2025,CAT,Caterpillar Inc.,Industrials,4.00%,$340.60 ,$132.90 
6/30/2025,BA,Boeing Company,Industrials,4.00%,$185.25 ,$54.72 
6/30/2025,GS,Goldman Sachs Group Inc.,Financials,4.00%,$450.80 ,$42.24 
6/30/2025,USB,U.S. Bancorp,Financials,4.00%,$45.30 ,$58.68 
6/30/2025,DUK,Duke Energy Corporation,Utilities,4.00%,$100.50 ,$80.76 
6/30/2025,SO,Southern Company,Utilities,4.00%,$75.80 ,$162.30 
6/30/2025,BMY,Bristol-Myers Squibb Company,Healthcare,4.00%,$42.15 ,$47.76 
6/30/2025,CL,Colgate-Palmolive Company,Consumer Staples,4.00%,$85.70 ,$17.76 
6/30/2025,GD,General Dynamics Corporation,Industrials,4.00%,$290.40 ,$22.50 
7/6/2025,CVX,Chevron Corporation,Energy,4.00%,$148.37 ,$147.40 
7/6/2025,JPM,JPMorgan Chase & Co.,Financials,4.00%,$296.00 ,$291.97 
7/6/2025,WMT,Walmart Inc.,Consumer Staples,4.00%,$98.36 ,$99.35 
7/6/2025,MRK,Merck & Co. Inc.,Health Care,4.00%,$80.93 ,$80.90 
7/6/2025,PG,Procter & Gamble Co.,Consumer Staples,4.00%,$159.74 ,$159.41 
7/6/2025,PM,Philip Morris International Inc.,Consumer Staples,4.00%,$178.88 ,$181.20 
7/6/2025,IBM,International Business Machines,Information Technology,4.00%,$291.97 ,$292.47 
7/6/2025,BMY,Bristol-Myers Squibb,Health Care,4.00%,$46.92 ,$46.49 
7/6/2025,MO,Altria Group Inc.,Consumer Staples,4.00%,$59.65 ,$60.25 
7/6/2025,PRU,Prudential Financial Inc.,Financials,4.00%,$109.08 ,$106.45 
7/6/2025,D,Dominion Energy Inc.,Utilities,4.00%,$56.86 ,$56.44 
7/6/2025,ETR,Entergy Corp.,Utilities,4.00%,$81.92 ,$81.07 
7/6/2025,IPG,Interpublic Group of Cos.,Communication Services,4.00%,$25.38 ,$25.01 
7/6/2025,HBAN,Huntington Bancshares Inc.,Financials,4.00%,$17.54 ,$17.38 
7/6/2025,RF,Regions Financial Corp.,Financials,4.00%,$24.80 ,$24.40 
